Date,Stocks Sold
2020-06-28,1
2015-03-19,5
2020-09-27,68
2018-03-02,7
2016-12-07,82
2020-09-13,58
2020-08-31,4
2016-12-21,168
2016-09-13,37
2021-01-02,69
2017-02-26,2
2018-03-28,72
2019-03-07,77
2017-06-11,37
2017-04-06,24
2017-01-24,45
2020-09-07,3
2017-11-18,6
2020-04-18,49
2016-07-31,8
2015-10-14,127
2016-08-19,8
2020-09-24,157
2015-04-20,26
2017-06-17,174
2015-12-11,1
2018-11-19,109
2015-07-15,27
2018-05-24,49
2018-07-31,89
2020-05-28,21
2018-01-28,16
2021-01-15,41
2021-04-05,41
2017-07-14,83
2020-10-29,19
2018-03-29,156
2020-10-20,1
2020-05-17,129
2020-01-28,2
2018-12-19,12
2016-11-28,74
2015-04-28,18
2015-02-19,10
2015-05-05,35
2019-01-19,34
2015-09-25,146
2020-04-26,58
2016-07-21,62
2020-10-01,2
2018-02-27,22
2016-03-11,37
2019-05-18,1
2020-01-05,33
2017-03-06,37
2020-12-23,39
2021-02-14,128
2016-08-15,120
2020-06-18,26
2020-09-18,6
2016-11-02,38
2016-11-13,21
2017-12-08,154
2015-03-17,48
2019-04-09,57
2016-09-09,118
2015-10-08,11
2016-06-13,30
2021-05-11,45
2015-08-02,119
2019-09-23,6
2015-11-29,84
2019-10-23,92
2017-07-05,38
2021-05-27,5
2017-05-08,12
2018-05-26,11
2019-05-10,29
2015-04-22,58
2019-04-04,2
2018-10-12,8
2019-03-02,5
2018-10-19,1
2016-10-16,53
2016-11-10,1
2017-07-30,8
2017-02-04,156
2016-11-06,4
2016-07-20,175
2018-07-31,105
2018-10-14,51
2018-11-20,3
2016-08-23,31
2019-01-16,50
2021-03-06,58
2021-06-03,50
2021-03-05,46
2017-09-02,80
2018-05-30,48
2015-11-03,21
2019-02-07,65
2018-03-02,61
2015-08-10,2
2019-12-13,4
2021-02-24,9
2019-03-09,13
2017-07-25,99
2018-09-23,45
2019-07-13,70
2015-04-15,20
2018-04-25,88
2019-09-01,4
2018-06-06,116
2021-02-08,81
2015-11-02,8
2018-07-14,9
2016-09-22,4
2019-11-13,78
2019-04-16,3
2020-10-29,92
2016-07-05,3
2017-05-05,66
2019-11-26,147
2017-08-15,25
2018-09-12,24
2018-09-09,31
2018-11-16,104
2015-11-19,32
2016-11-17,56
2018-11-08,77
2018-11-24,44
2017-11-25,36
2018-07-12,13
2016-12-24,51
2015-06-09,10
2016-09-25,31
2020-10-25,35
2018-07-23,39
2016-08-09,10
2017-10-03,69
2015-04-19,93
2020-01-29,50
2017-07-13,103
2021-05-27,33
2020-07-13,9
2017-12-19,4
2020-10-12,44
2019-05-05,163
2018-05-27,78
2017-01-23,52
2016-12-15,47
2015-06-05,8
2018-02-28,96
2017-10-04,19
2015-11-04,54
2020-12-14,24
2021-03-02,43
2021-02-26,22
2020-06-01,35
2018-06-02,8
2019-04-27,5
2020-06-16,18
2015-04-04,17
2015-05-10,50
2021-03-19,5
2019-10-23,14
2015-04-26,89
2016-02-28,69
2017-03-20,20
2017-07-23,33
2020-12-02,36
2019-06-19,2
2017-04-13,15
2020-07-08,15
2016-03-01,39
2015-08-29,1
2015-05-17,10
2021-01-28,16
2015-05-01,2
2017-02-18,16
2019-12-27,140
2016-12-24,29
2015-05-26,9
2018-04-01,8
2016-08-03,3
2018-08-05,138
2019-08-07,99
2019-12-06,20
2018-11-23,41
2015-08-19,12
2020-05-29,115
2017-02-27,2
2018-08-16,191
2021-06-14,13
2019-10-27,30
2018-02-25,25
2016-04-24,25
2017-08-13,74
2017-06-20,133
2018-12-28,62
2015-06-23,17
2018-07-21,18
2015-03-16,8
2018-10-21,23
2021-01-26,8
2016-02-04,43
2016-02-04,142
2020-09-18,10
2021-06-20,136
2017-06-20,46
2020-07-23,110
2017-09-25,31
2015-05-20,49
2016-01-19,164
2017-05-07,8
2017-12-14,25
2016-08-04,53
2019-02-19,54
2020-02-05,46
2020-07-28,27
2019-04-02,40
2019-04-19,99
2020-08-05,1
2017-09-25,171
2019-02-03,24
2018-02-07,17
2020-08-31,13
2017-08-14,80
2020-08-05,43
2015-12-17,66
2015-08-06,23
2019-06-13,73
2016-05-10,17
2018-08-19,10
2020-12-07,62
2018-04-22,12
2020-12-11,29
2015-08-05,25
2020-01-09,78
2015-05-05,19
2015-09-21,154
2019-07-04,72
2019-10-28,13
2016-10-29,1
2017-02-21,12
2020-04-26,83
2020-12-03,5
2021-06-21,37
2016-07-13,13
2015-02-01,21
2020-10-18,184
2019-05-05,33
2018-02-22,4
2016-03-26,21
2016-02-01,141
2020-10-28,110
2019-04-27,16
2021-06-06,91
2017-01-13,33
2018-12-30,98
2015-11-21,7
2017-09-07,64
2015-08-01,46
2016-05-14,76
2017-04-18,23
2015-12-16,80
2015-12-25,44
2020-02-27,87
2017-02-08,4
2020-09-25,2
2020-03-07,125
2019-09-20,14
2019-04-29,17
2019-08-16,8
2017-11-02,21
2015-11-25,60
2015-01-21,49
2015-03-29,2
2020-09-27,6
2019-10-03,72
2021-05-11,48
2015-04-14,142
2016-08-25,12
2018-10-24,3
2015-05-07,93
2016-07-07,34
2016-11-20,64
2020-02-16,29
2020-03-20,3
2021-04-12,85
2019-08-13,71
2020-08-14,29
2015-10-08,1
2017-03-27,27
2016-08-02,17
2016-01-13,157
2019-03-11,69
2015-11-17,23
2016-01-27,23
2016-06-16,1
2017-08-27,7
2019-11-02,40
2020-10-01,9
2019-03-22,142
2018-02-17,183
2017-01-21,4
2017-03-25,23
2018-06-10,55
2015-04-09,37
2015-09-13,70
2015-01-03,112
2018-07-08,16
2018-04-10,98
2019-05-21,87
2015-02-01,65
2018-08-07,60
2017-08-24,102
2020-06-20,7
2015-12-09,67
2016-07-26,10
2018-07-19,90
2019-05-19,45
2018-11-11,64
2018-09-17,132
2016-11-26,87
2016-10-18,142
2017-12-10,14
2015-05-14,51
2019-01-01,32
2019-09-12,18
2015-03-22,161
2018-09-16,47
2015-11-01,79
2016-07-22,5
2019-01-06,77
2018-07-09,12
2015-07-27,41
2016-11-13,61
2015-03-31,29
2016-01-27,63
2018-03-13,92
2016-07-31,70
2020-09-21,10
2017-07-06,13
2017-05-04,44
2016-05-14,97
2015-04-24,6
2016-02-26,7
2016-03-17,94
2019-07-09,14
2017-11-10,61
2020-04-05,22
2018-06-14,83
2015-08-27,42
2015-01-15,22
2017-11-08,40
2015-12-28,59
2017-12-30,43
2018-10-17,96
2019-11-05,92
2016-01-11,23
2020-08-12,49
2019-07-20,73
2020-07-25,84
2019-01-06,143
2019-10-26,12
2021-03-17,80
2016-06-07,38
2017-04-14,15
2019-05-08,81
2019-11-24,2
2019-02-26,2
2016-12-06,1
2015-09-20,15
2017-09-30,1
2021-04-08,58
2019-09-12,143
2016-01-22,48
2020-03-27,78
2019-09-09,147
2019-01-02,4
2017-11-24,24
2019-06-28,4
2016-03-05,71
2018-10-07,10
2018-07-21,57
2016-12-30,180
2015-01-16,6
2016-03-12,67
2020-12-20,3
2017-06-03,10
2018-09-22,8
2015-07-02,54
2016-07-08,2
2018-06-25,3
2019-02-19,55
2015-06-29,78
2019-12-18,109
2016-09-02,40
2018-09-30,5
2020-09-25,7
2020-02-17,105
2019-02-10,98
2015-06-25,114
2018-07-15,112
2017-06-03,38
2017-05-06,28
2021-05-30,121
2017-02-09,39
2016-04-19,86
2015-04-26,87
2016-09-09,57
2016-09-15,75
2016-07-28,127
2018-07-16,127
2017-06-15,87
2019-09-22,111
2019-06-22,17
2017-07-25,36
2019-09-10,27
2017-09-14,13
2021-01-30,34
2017-12-27,96
2017-10-19,12
2017-03-18,70
2019-05-06,55
2015-01-16,24
2015-02-13,13
2015-04-17,101
2019-10-30,6
2018-04-18,3
2021-05-31,18
2019-12-10,1
2020-03-03,25
2015-11-25,79
2017-07-15,102
2015-08-14,4
2015-09-22,2
2020-10-06,25
2019-06-09,116
2020-05-19,22
2019-04-28,3
2020-07-05,31
2020-05-17,111
2019-03-01,4
2017-08-01,1
2016-10-05,54
2021-05-11,142
2020-06-08,26
2016-01-26,31
2019-08-23,11
2016-11-01,40
2017-01-28,19
2017-11-11,9
2021-03-02,1
2018-12-28,9
2018-02-28,78
2015-06-25,48
2018-03-27,60
2015-07-08,9
2021-02-12,1
2015-10-26,2
2015-08-27,1
2018-06-15,7
2018-11-24,16
2016-10-02,116
2015-11-27,61
2017-06-15,9
2019-11-10,22
2018-05-30,20
2020-10-24,51
2020-01-14,1
2017-06-04,20
2019-09-16,111
2015-11-06,85
2020-03-24,15
2016-07-30,86
2019-05-08,3
2020-04-29,31
2020-12-02,50
2016-08-25,39
2019-12-01,68
2018-07-26,115
2015-01-25,36
2021-05-01,19
2015-01-09,78
2020-01-24,173
2020-07-31,15
2019-09-27,14
2015-10-18,3
2016-07-11,24
2016-07-25,46
2019-01-03,34
2020-09-28,82
2016-10-15,33
2017-08-20,54
2019-06-11,3
2017-08-26,17
2019-04-23,49
2017-10-20,40
2019-06-09,120
2018-12-30,31
2017-09-02,1
2020-12-04,44
2019-09-27,18
2021-06-10,11
2017-08-09,102
2019-03-29,82
2016-01-04,83
2015-03-15,10
2017-07-25,30
2021-03-27,35
2016-09-20,74
2015-05-26,20
2015-12-16,41
2015-09-21,5
2019-02-04,14
2018-08-10,11
2017-02-21,120
2020-09-22,130
2019-08-03,16
2017-05-12,56
2021-01-21,17
2021-03-15,59
2018-01-07,25
2019-03-23,99
2020-02-17,42
2017-02-06,13
2019-11-08,11
2016-02-12,10
2021-02-21,102
2016-02-04,56
2021-05-18,98
2021-05-31,97
2017-05-14,23
2016-11-22,22
2019-09-26,31
2015-04-18,3
2021-04-27,45
2020-01-11,17
2018-12-28,58
2020-02-12,83
2018-01-11,10
2019-12-26,25
2017-07-19,29
2017-10-27,53
2018-12-10,34
2015-05-24,5
2019-03-30,97
2018-04-04,42
2015-08-17,21
2020-06-20,11
2021-04-27,45
2018-05-14,9
2017-04-24,187
2017-07-15,19
2019-02-02,39
2015-10-26,22
2015-07-21,138
2018-05-19,7
2016-07-14,26
2015-07-30,12
2015-06-18,34
2018-01-11,25
2018-07-17,55
2018-05-21,41
2015-01-07,1
2020-07-30,19
2017-06-28,49
2019-07-16,6
2017-02-15,10
2015-05-04,66
2015-08-02,1
2016-08-27,9
2018-08-28,108
2016-12-12,43
2016-05-18,76
2017-07-18,33
2017-05-05,86
2016-10-22,36
2015-09-27,139
2018-03-29,47
2018-06-28,12
2018-10-13,15
2018-05-02,38
2015-03-16,3
2021-04-18,37
2021-02-03,7
2021-04-06,63
2018-03-17,47
2016-03-05,32
2016-12-07,38
2019-12-30,117
2020-05-13,5
2021-04-25,115
2019-06-10,19
2019-10-04,113
2018-11-18,23
2015-06-18,4
2015-03-06,12
2017-09-30,40
2016-04-20,17
2019-09-09,5
2016-01-20,46
2018-03-27,45
2019-04-20,5
2020-05-25,115
2015-08-03,1
2017-06-18,47
2021-07-02,36
2016-03-25,121
2021-02-04,66
2020-07-26,4
2016-03-20,56
2020-03-22,17
2017-05-03,125
2018-09-11,143
2018-02-18,22
2021-03-14,24
2020-02-18,106
2020-11-20,45
2019-12-28,42
2015-05-14,2
2019-12-18,59
2020-09-21,28
2016-11-09,16
2020-10-19,13
2020-11-27,31
2017-12-14,54
2020-05-03,138
2020-10-29,4
2017-01-21,3
2019-04-06,118
2017-07-09,1
2015-05-24,86
2016-07-08,34
2021-01-19,165
2015-05-04,11
2019-06-07,157
2019-01-08,92
2020-01-12,149
2021-01-01,32
2017-09-20,6
2015-10-14,6
2018-08-30,152
2020-01-26,104
2019-01-31,99
2016-04-16,162
2015-01-18,70
2017-09-04,56
2016-05-01,31
2019-10-31,167
2019-04-25,25
2019-04-06,8
2016-03-28,34
2020-03-13,10
2016-04-05,102
2021-02-09,117
2016-01-29,49
2016-09-18,53
2021-02-02,24
2019-02-09,1
2017-01-30,35
2018-10-04,64
2015-05-19,17
2019-08-09,38
2017-10-02,65
2019-07-07,73
2015-04-06,4
2017-02-20,42
2019-12-09,92
2017-11-12,119
2017-01-04,41
2020-06-14,9
2020-10-05,142
2019-03-04,18
2019-09-11,18
2018-08-18,24
2015-04-21,24
2016-02-13,11
2020-01-18,46
2019-05-11,39
2019-08-07,22
2017-03-17,37
2019-06-12,135
2020-03-16,119
2017-08-04,52
2015-01-28,66
2020-01-01,1
2015-06-19,93
2017-07-23,45
2018-07-14,61
2017-03-24,8
2018-09-04,172
2016-01-11,6
2018-05-07,32
2017-02-05,15
2016-09-07,3
2020-04-26,18
2021-07-06,7
2016-03-28,1
2017-12-11,108
2018-09-30,5
2017-02-26,41
2017-01-16,151
2016-05-17,13
2020-06-30,103
2018-02-22,55
2018-08-01,17
2015-05-19,13
2017-02-08,61
2020-08-26,51
2016-07-23,111
2016-09-20,2
2015-06-10,120
2016-01-07,14
2015-12-11,8
2016-02-03,43
2018-10-22,38
2016-02-18,22
2020-04-10,94
2015-10-22,63
2016-10-04,71
2016-04-28,1
2016-09-22,93
2015-09-23,49
2019-05-23,35
2021-03-07,116
2020-08-28,43
2015-02-01,36
2018-01-20,42
2020-09-02,80
2020-10-02,30
2018-12-29,14
2017-08-31,163
2019-02-14,34
2016-11-05,7
2018-05-09,119
2018-05-26,51
2016-12-13,87
2019-08-20,35
2018-04-20,30
2020-01-30,78
2019-09-22,36
2021-05-17,6
2016-09-30,44
2017-10-14,69
2021-02-19,4
2018-06-02,181
2021-01-17,18
2017-11-04,103
2016-05-28,125
2017-09-07,114
2016-03-22,57
2017-08-12,11
2018-10-26,1
2021-05-21,30
2016-10-26,37
2020-04-11,39
2017-01-02,6
2018-07-03,113
2016-05-14,38
2017-07-26,64
2015-08-29,66
2015-12-27,10
2016-11-28,16
2020-03-24,34
2019-12-24,20
2019-01-18,10
2019-06-25,3
2016-04-17,10
2015-01-25,1
2019-03-12,4
2020-03-09,57
2020-10-23,42
2020-09-28,48
2016-07-12,12
2020-12-15,75
2020-03-17,33
2018-10-22,16
2015-08-21,138
2018-04-30,2
2017-01-04,30
2015-03-16,17
2017-03-09,3
2017-10-27,25
2020-01-04,6
2020-11-01,94
2015-08-07,56
2016-07-27,59
2015-09-01,138
2018-08-28,3
2015-12-14,54
2015-03-08,4
2018-06-17,102
2020-07-31,68
2017-11-16,24
2020-06-24,5
2018-04-01,27
2020-11-02,140
2018-11-18,1
2017-11-09,55
2016-11-03,2
2020-03-28,62
2017-10-03,141
2015-02-26,70
2015-02-27,7
2017-01-26,92
2017-05-11,11
2020-07-18,73
2015-11-28,22
2019-03-13,15
2020-10-31,16
2019-09-19,84
2018-03-22,24
2019-08-01,84
2015-03-02,8
2015-01-24,84
2018-11-13,4
2018-05-22,14
2021-03-25,21
2017-06-25,39
2019-08-18,10
2019-08-20,20
2015-10-11,14
2021-02-15,40
2015-04-28,96
2017-07-12,23
2016-07-22,59
2020-05-30,124
2017-04-06,36
2019-08-02,13
2016-06-26,7
2019-06-09,37
2015-06-08,59
2019-11-08,82
2019-11-12,10
2019-04-28,29
2015-10-25,37
2019-07-07,29
2019-10-19,15
2019-07-20,19
2019-03-30,104
2017-07-04,10
2020-09-17,39
2018-01-06,73
2017-07-01,18
2019-05-05,6
2020-07-15,12
2018-09-10,87
2015-06-04,82
2021-05-15,111
2019-12-17,9
2016-04-02,12
2015-06-22,10
2015-03-06,57
2017-06-07,122
2018-07-14,35
2017-07-06,129
2018-02-20,14
2018-04-09,35
2017-11-07,69
2021-01-21,71
2020-07-19,4
2019-08-05,94
2019-06-07,2
2019-03-22,72
2019-08-23,2
2017-10-25,62
2020-12-01,56
2015-04-23,73
2021-02-12,5
2016-04-07,59
2016-09-03,40
2019-07-27,48
2021-06-16,60
2017-09-15,108
2015-07-27,3
2018-09-10,38
2015-10-29,23
2021-06-08,36
2020-09-09,100
2020-11-09,32
2019-05-12,116
2018-11-08,33
2018-10-22,124
2016-08-02,6
2018-06-11,55
2017-06-24,59
2018-07-01,17
2016-12-17,37
2016-07-25,1
2020-04-11,75
2021-01-29,8
2020-02-22,13
2019-10-19,2
2018-12-05,3
2019-06-21,57
2018-07-04,23
2021-02-17,22
2018-09-01,21
2020-11-20,7
2015-12-31,34
2016-10-04,7
2017-07-05,7
2020-09-11,22
2019-10-23,31
2019-07-13,51
2019-11-01,86
2016-09-23,141
2015-02-12,35
2018-08-04,10
2020-12-06,6
2015-07-31,138
2019-08-09,116
2015-12-31,94
2021-05-06,2
2017-11-16,10
2017-10-25,19
2019-12-01,160
2018-04-14,19
2020-09-19,36
2016-08-23,57
2021-01-13,14
2015-03-03,16
2019-08-25,60
2019-11-14,95
2019-10-25,100
2021-06-22,56
2017-08-06,99
2020-04-18,88
2019-02-07,8
2017-03-19,37
2015-03-07,46
2018-07-05,9
2016-10-18,56
2017-01-13,88
2015-08-30,38
2021-05-04,41
2017-04-24,114
2016-05-21,10
2020-08-23,47
2019-10-02,70
2020-08-01,67
2021-06-28,8
2018-08-21,56
2019-03-21,19
2020-10-20,14
2015-12-17,160
2015-12-23,24
2019-05-21,19
2021-05-11,71
2015-05-11,66
2021-01-08,1
2020-11-08,8
2015-04-01,107
2019-01-01,27
2016-10-02,43
2018-01-20,18
2015-12-14,62
2015-06-13,34
2019-12-15,5
2019-09-13,28
2016-01-15,141
2017-10-02,80
2020-01-25,36
2016-09-14,31
2016-10-12,116
2018-12-24,3
2019-09-13,119
2020-01-12,8
2016-03-19,55
2021-02-23,141
2015-11-03,25
2017-09-03,16
2021-02-12,1
2018-07-24,90
2019-11-19,32
2019-09-19,91
2019-01-21,19
2017-01-13,86
2017-03-12,31
2018-06-08,61
2015-03-24,17
2020-11-27,7
2017-05-13,6
2019-02-09,7
2020-04-26,27
2021-05-20,19
2020-11-17,39
2020-05-12,148
2016-04-29,29
2018-09-24,20
2020-01-28,60
2018-07-02,10
2017-09-14,109
2015-01-08,39
2015-12-14,22
2020-06-17,125
2020-12-25,31
2016-08-02,51
2021-03-06,48
2019-02-21,29
2021-02-18,27
2021-05-21,87
2018-05-16,11
2015-03-01,35
2017-07-04,7
2020-08-26,42
2015-07-28,65
2019-08-28,150
2015-02-24,51
2016-09-16,26
2016-02-03,33
2018-11-12,19
2017-10-17,12
2015-10-30,107
2017-12-05,45
2017-07-14,41
2018-01-01,22
2017-06-24,82
2019-05-21,70
2016-05-27,93
2020-01-31,10
2021-01-03,66
2020-08-14,64
2020-10-22,3
2015-08-21,95
2019-02-10,14
2016-01-15,40
2020-05-18,65
2017-04-16,101
2020-11-06,68
2018-07-13,5
2018-02-12,6
2020-01-17,62
2016-07-11,122
2016-03-23,7
2015-04-29,19
2015-01-21,47
2017-06-11,1
2020-07-23,73
2017-11-26,12
2017-06-09,167
2015-02-11,26
2017-01-14,171
2020-05-21,42
2020-01-15,35
2017-12-20,105
2018-08-13,7
2021-03-02,32
2016-10-09,89
2016-10-21,1
2019-08-18,68
2019-04-04,67
2017-01-17,63
2020-08-19,69
2018-10-30,32
2015-06-06,45
2019-09-22,53
2015-12-02,108
2015-09-23,47
2017-06-15,182
2015-06-04,17
2015-12-19,28
2020-01-19,87
2015-05-21,5
2015-10-30,13
2019-01-09,86
2015-03-03,65
2016-12-10,3
2017-09-19,138
2020-06-19,93
2018-03-02,21
2015-05-29,87
2016-11-10,7
2018-04-03,192
2017-12-08,2
2021-01-27,1
2020-06-22,127
2015-10-02,31
2018-09-04,44
2017-07-03,72
2019-03-05,32
2015-04-11,49
2018-01-16,25
2019-12-17,65
2015-01-17,14
2019-02-13,171
2018-08-25,67
2018-01-13,30
2017-05-22,8
2021-01-20,25
2021-04-19,5
2015-02-10,19
2016-12-28,12
2020-07-25,20
2020-11-12,69
2015-09-26,28
2016-06-04,4
2020-11-23,148
2018-03-14,9
2015-01-11,15
2021-05-12,136
2016-06-30,20
2019-02-01,31
2019-08-09,154
2016-05-03,62
2018-01-01,11
2020-01-11,5
2021-03-23,52
2019-12-21,10
2020-01-01,85
2017-12-30,29
2017-02-13,31
2016-06-13,24
2015-09-20,6
2018-11-19,61
2017-04-15,53
2017-12-06,37
2019-01-04,5
2015-03-04,93
2016-03-01,100
2017-08-30,78
2018-04-17,2
2018-11-17,154
2016-04-10,7
2018-10-12,56
2020-10-14,77
2017-02-28,42
2015-12-05,3
2016-01-27,18
2020-01-15,96
2015-11-16,132
2020-03-04,40
2021-06-28,33
2015-08-30,9
2015-08-17,48
2020-11-23,56
2017-06-08,43
2015-08-23,67
2015-11-09,7
2017-04-09,1
2020-11-02,45
2016-11-28,51
2018-02-23,5
2016-02-11,27
2017-10-06,70
2015-06-22,75
2015-04-19,49
2020-05-01,12
2015-01-01,2
2016-03-06,12
2017-07-31,77
2015-04-30,20
2016-01-15,12
2021-06-17,126
2021-03-04,3
2015-05-28,33
2018-02-23,10
2020-02-07,4
2017-08-04,78
2019-12-25,142
2019-02-15,8
2016-05-30,34
2016-12-23,27
2019-03-19,19
2020-01-31,20
2015-03-21,17
2015-05-07,131
2021-04-04,7
2020-08-24,48
2017-12-24,42
2021-03-18,33
2017-12-01,21
2019-06-17,12
2018-03-12,74
2016-01-07,168
2016-01-29,33
2015-07-25,25
2020-08-19,31
2015-09-02,14
2018-07-23,5
2016-04-26,118
2016-04-06,138
2015-04-17,152
2018-07-11,1
2021-02-17,51
2018-10-04,9
2017-06-24,47
2019-10-13,3
2021-03-22,42
2016-03-13,22
2018-06-06,30
2020-07-09,4
2020-11-30,17
2020-06-17,19
2019-05-21,89
2015-06-26,21
2017-09-01,10
2020-05-11,185
2016-03-18,3
2021-06-23,78
2015-08-13,132
2015-05-10,38
2018-01-24,3
2019-02-10,9
2017-04-05,2
2019-06-01,105
2017-06-26,69
2015-02-28,56
2017-08-13,5
2017-05-25,79
2019-06-06,73
2017-12-22,20
2020-08-02,5
2019-07-16,18
2020-01-28,26
2018-05-30,34
2020-08-22,4
2017-01-23,39
2019-05-28,6
2016-02-17,84
2015-10-02,72
2016-12-08,32
2019-11-09,72
2021-02-18,76
2018-10-11,14
2019-12-23,56
2018-08-01,35
2021-05-10,7
2018-01-07,64
2017-07-23,3
2018-01-15,1
2018-05-14,126
2015-12-23,3
2018-10-20,45
2021-05-08,102
2020-02-15,23
2020-11-05,154
2019-02-28,2
2019-11-18,29
2019-12-25,35
2020-01-12,122
2015-06-19,12
2018-01-19,26
2018-01-02,47
2020-10-05,73
2018-06-10,92
2020-04-11,33
2016-06-02,110
2017-07-09,72
2015-06-02,123
2015-03-17,68
2019-03-19,34
2019-01-29,11
2019-07-07,5
2021-03-23,97
2016-10-26,106
2019-08-23,126
2020-12-17,14
2019-11-27,56
2019-12-29,6
2017-12-31,42
2020-01-09,65
2015-02-06,118
2017-01-21,17
2018-10-28,16
2016-08-07,36
2016-04-20,58
2015-05-25,4
2016-04-28,2
2018-06-29,47
2018-08-14,35
2017-07-13,22
2017-03-18,43
2018-05-21,81
2019-08-28,18
2015-02-15,60
2018-05-01,121
2020-09-29,2
2020-01-30,80
2021-03-13,66
2018-01-27,10
2015-08-16,187
2020-03-17,65
2021-06-30,79
2020-06-09,65
2020-12-27,50
2020-09-18,29
2017-12-22,11
2020-12-27,42
2018-11-27,15
2015-12-21,86
2018-10-25,45
2021-04-20,90
2017-09-30,3
2016-01-28,4
2017-04-17,115
2016-05-06,1
2016-10-26,15
2015-05-07,43
2020-05-20,59
2020-08-30,19
2016-01-16,8
2019-09-17,13
2020-02-10,2
2020-11-16,26
2020-07-01,6
2020-10-02,15
2016-08-02,29
2017-04-28,33
2018-03-17,55
2018-02-27,1
2016-08-31,25
2018-04-10,83
2020-12-24,60
2016-01-27,15
2016-03-07,10
2018-10-26,34
2015-07-19,9
2021-06-05,19
2017-04-06,101
2019-03-15,16
2019-06-12,4
2019-10-16,19
2018-06-09,64
2018-03-30,31
2019-02-02,135
2015-09-16,129
2019-10-03,70
2015-04-28,42
2018-01-24,67
2019-01-22,74
2021-04-11,37
2015-10-20,32
2017-03-29,23
2021-02-12,29
2021-02-01,4
2017-11-01,42
2021-03-16,8
2019-08-27,167
2017-06-20,23
2018-02-14,1
2016-01-24,41
2016-07-21,132
2015-07-01,11
2020-10-08,94
2020-09-28,130
2015-09-11,10
2020-09-21,2
2019-10-08,54
2015-12-15,21
2015-01-03,66
2017-09-03,27
2016-03-10,17
2016-01-04,134
2019-06-24,20
2020-06-09,28
2015-05-06,53
2020-04-03,16
2015-07-09,73
2019-05-05,67
2019-11-06,148
2017-04-24,41
2020-08-27,6
2016-04-15,9
2019-12-05,75
2021-05-21,39
2015-10-19,3
2016-08-02,28
2016-12-30,17
2018-11-06,34
2019-10-02,79
2020-01-06,24
2020-01-17,95
2016-10-06,1
2017-01-31,82
2020-06-02,21
2018-12-08,63
2019-08-20,13
2017-01-07,122
2016-04-16,55
2019-09-01,2
2015-12-27,76
2017-04-27,117
2017-06-13,33
2017-10-10,18
2019-07-24,4
2017-06-30,13
2016-03-13,25
2019-08-26,50
2017-12-06,197
2015-12-17,126
2015-01-16,7
2020-03-30,17
2019-11-08,142
2017-08-27,120
2019-12-22,70
2017-08-10,35
2018-04-25,136
2020-04-26,30
2017-04-08,22
2020-08-27,128
2018-07-22,48
2018-10-27,6
2018-12-23,16
2017-04-10,2
2016-05-16,96
2015-05-09,17
2017-06-20,2
2015-12-23,115
2015-12-07,43
2021-03-20,12
2018-07-27,16
2021-01-07,15
2019-01-21,32
2019-09-28,23
2019-01-21,58
2018-06-10,35
2016-02-05,71
2018-08-16,99
2020-06-15,1
2015-04-09,28
2018-05-17,59
2018-02-21,11
2018-06-23,19
2021-03-28,51
2019-02-18,4
2020-12-20,2
2015-05-22,1
2017-01-21,36
2019-12-15,4
2021-01-04,3
2020-09-29,92
2017-01-11,44
2016-03-09,97
2016-05-04,59
2017-09-02,51
2016-06-09,31
2020-05-06,43
2015-04-12,56
2017-02-17,1
2015-02-23,51
2017-04-08,160
2019-05-20,42
2015-11-27,67
2019-10-22,138
2019-01-18,41
2021-03-31,11
2018-03-06,170
2016-09-18,68
2020-08-14,28
2018-12-09,161
2019-05-09,13
2018-05-31,13
2020-10-15,27
2016-01-16,120
2018-10-06,163
2020-05-25,98
2020-12-12,1
2015-07-28,100
2019-11-13,78
2015-08-27,13
2015-06-05,37
2020-08-03,77
2017-08-31,20
2016-10-29,134
2019-12-08,58
2015-08-09,12
2018-09-04,95
2019-03-05,88
2018-11-28,13
2018-02-18,76
2016-09-07,29
2016-10-28,156
2021-01-25,35
2018-08-01,68
2015-06-07,64
2015-05-30,98
2016-07-07,89
2020-02-17,41
2015-02-22,44
2017-07-25,4
2017-05-23,4
2019-06-05,24
2016-04-08,14
2019-06-05,51
2016-04-07,88
2018-04-04,25
2019-11-22,10
2015-04-17,46
2015-12-01,11
2021-04-14,25
2021-04-03,15
2017-08-01,50
2016-03-13,5
2020-11-08,97
2020-08-15,71
2015-05-03,15
2021-03-03,1
2019-04-18,13
2020-10-31,46
2019-11-27,37
2017-05-09,10
2021-05-10,39
2018-03-22,38
2016-04-07,13
2017-07-12,31
2016-02-16,28
2016-12-17,33
2016-10-31,35
2019-07-27,40
2018-11-03,55
2017-11-10,70
2015-03-23,36
2018-02-21,6
2018-07-26,37
2017-10-23,12
2021-01-13,25
2015-05-23,36
2015-03-18,60
2021-01-16,22
2015-08-17,2
2019-11-24,13
2019-09-19,5
2018-05-12,70
2017-07-26,29
2018-02-16,12
2018-11-30,4
2019-07-09,46
2020-10-23,103
2016-01-25,20
2017-04-10,10
2015-01-19,10
2016-04-15,158
2016-03-28,153
2021-06-23,10
2017-02-25,73
2017-08-16,9
2017-12-05,35
2018-09-10,6
2016-05-12,17
2021-07-01,92
2020-11-05,56
2020-04-29,45
2021-07-01,26
2016-01-12,94
2019-07-11,93
2020-02-20,11
2015-07-12,64
2018-04-17,120
2017-10-17,49
2018-08-31,16
